source	image	va	function	read_status	helper_candidates	decision	retained_helpers	extraction_verdict	strict_before	strict_after
src/game/geometry_render.c	GAME.EXE	0x8001f8b0	render_effect_sprites	read	none	Saves/restores color matrix around a sentinel sweep with unprojected vertex transform; not the actor fallback path.		kept-existing-source	100.0	100.0
src/game/geometry_render.c	GAME.EXE	0x8001f9d4	render_hud_gauges	read	existing	Named sentinel-table draw helper already expresses active sprite dispatch.		kept-existing-source	100.0	100.0
src/game/geometry_render.c	GAME.EXE	0x8001fa44	notify_enqueue	read	none	Ring insertion and optional gold vararg payload are domain-specific; wrap-mask arithmetic alone does not justify a shared macro.		kept-existing-source	100.0	100.0
src/game/geometry_render.c	GAME.EXE	0x8001fae4	notification_digit_set_v	read	existing	Existing digit-row atlas helper already names its arithmetic.		kept-existing-source	100.0	100.0
src/game/geometry_render.c	GAME.EXE	0x8001fafc	notify_effect_update	read	existing	Existing number formatter/digit/dequeue helpers clarify state machine; gold payload handling and sprite visibility changes stay local.		kept-existing-source	100.0	100.0
src/game/geometry_render.c	GAME.EXE	0x8001fdc8	display_flip_buffer_index	read	existing	Uses shared display_next_buffer helper already.		kept-existing-source	100.0	100.0
src/game/item.c	GAME.EXE	0x80020b4c	item_load_floor_placements	read	map-placement	GAME placement initializes inventory-dependent visibility and persistent entries; keep distinct from OPEN scene placement.	map_placement_axis_position	retained-exact	100.0	100.0
src/game/item.c	GAME.EXE	0x80020cfc	item_load_database	read	armor-record	Loads weapon, armor, item and magic tables with their different strides and indexes; existing stream operations are appropriate.		kept-existing-source	99.746666	99.746666
src/game/item.c	GAME.EXE	0x800212d8	item_menu_root	read	input-edge;input-release	Shop root wraps four rows and dispatches buy/sell/talk; share button-edge vocabulary, retain shop dialogue and release timing.	PAD_PRESSED	retained-exact	100.0	100.0
src/game/item.c	GAME.EXE	0x80021538	item_menu_buy	read	input-edge;input-release;menu-list-step	Buy list repeats selected/cursor/scroll movement; stock, gold, price and model lifetime remain panel policy.	PAD_PRESSED;menu_list_next;menu_list_previous	retained-exact	100.0	100.0
src/game/item.c	GAME.EXE	0x80021afc	item_menu_sell	read	input-edge;input-release;menu-list-step;equipped-item	Sell list repeats list movement and seven-slot equipped-item exclusion; retain sale pricing and stock updates.	PAD_PRESSED;PLAYER_ITEM_IS_EQUIPPED;menu_list_next;menu_list_previous	retained-exact	100.0	100.0
src/game/item.c	GAME.EXE	0x80021ffc	item_pickup_confirm	read	input-edge;input-release;menu-background	Pickup-specific model frame and confirmation result protocol remain explicit; button-edge predicate and background rendering are catalogued separately.	PAD_PRESSED	retained-exact	100.0	100.0
src/game/lighting.c	GAME.EXE	0x80033d80	lighting_transition_color_matrix	read	existing	Already a blocking lighting transition wrapper; GAME render/pacer order differs from OPEN scene fades.		kept-existing-source	100.0	100.0
src/game/lighting.c	GAME.EXE	0x80033de8	color_matrix_set_rgb	read	existing	Existing RGB-to-matrix helper is the meaningful operation; leave nine ordered halfword assignments here.		kept-existing-source	100.0	100.0
src/game/lighting.c	GAME.EXE	0x80033e10	player_restore_vitals_with_color_cycle	read	restore-vitals	Color cycle already uses named helpers; HP/MP restore and lower status clear recur in player lifecycle paths.		kept-existing-source	100.0	100.0
src/game/lighting_presets.c	GAME.EXE	0x800187a4	lighting_apply_weapon9_environment	read	current-color-blend	Read current matrix then blend toward a preset repeats; this wrapper additionally halves fog distance.	lighting_blend_current_color	retained-exact	100.0	100.0
src/game/lighting_presets.c	GAME.EXE	0x800187f0	lighting_apply_timed_player_effect	read	current-color-blend	Current-color snapshot/blend repeats in lighting and player code; shared typed operation is recommended in the catalogue.	lighting_blend_current_color	retained-exact	100.0	100.0
src/game/lighting_presets.c	GAME.EXE	0x80018824	lighting_apply_color_preset6	read	current-color-blend	Same existing wrapper shape with blue preset; shared snapshot/blend helper could clarify more callers.	lighting_blend_current_color	retained-exact	100.0	100.0
src/game/magic.c	GAME.EXE	0x8003a244	effect_pool_reset	read	existing	Existing fixed-capacity type-sentinel reset; no generic pool macro.		kept-existing-source	100.0	100.0
src/game/magic.c	GAME.EXE	0x8003a274	magic_load_records	read	table-word-copy	Same table word copy with signed count but pretested loop; preserve zero-count semantics if sharing helper.		kept-existing-source	100.0	100.0
src/game/magic.c	GAME.EXE	0x8003a2a0	magic_cast	read	interaction-probe;launch-transform	Yaw-forward untargeted placement and camera-relative launch transform recur; spell targeting/speed/height rules remain explicit.	VECTOR_YAW_PROBE_XZ	retained-exact	100.0	100.0
src/game/magic.c	GAME.EXE	0x8003a760	effect_pool_sweep	read	existing	Existing set-current/update sweep; current-state publication is effect-specific.		kept-existing-source	100.0	100.0
src/game/main.c	GAME.EXE	0x80014268	repeat_store_word	read	existing	Already shared by name; repeated same-address stores are intentional retail behavior, not a fill helper.		kept-existing-source	100.0	100.0
src/game/main.c	GAME.EXE	0x8001428c	main	read	existing	Startup calls already express the sequence; GAME adds pad/card setup and returns the exit code.		kept-existing-source	78.52941	78.52941
src/game/map_event.c	GAME.EXE	0x8003379c	map_event_set_current	read	existing	One existing context setter; additional abstraction unnecessary.		kept-existing-source	100.0	100.0
src/game/map_event.c	GAME.EXE	0x800337ac	map_event_refresh_dialogue_stage	read	existing	Already shares page reset at a local join; preserve highest-floor versus stage-limit branches.		kept-existing-source	100.0	100.0
src/game/map_event.c	GAME.EXE	0x80033820	map_event_advance_animation_blocking	read	existing	Existing blocking helper ends with one render without pacing; not the generic lighting/frame loop.		kept-existing-source	100.0	100.0
src/game/map_event.c	GAME.EXE	0x800338b8	map_event_pool_load	read	map-placement	Tile/local coordinates recur; page/animation initialization and occupancy registration belong to event loader.		kept-existing-source	100.0	100.0
src/game/map_event.c	GAME.EXE	0x80033ae4	map_event_distance_to_point	read	bounded-distance2	Same inclusive XZ bounds and shifted-square length as map_object_distance_to_point.		kept-existing-source	100.0	100.0
src/game/map_event.c	GAME.EXE	0x80033b8c	map_event_pool_find_target_in_cone	read	cone-angle-error	Same masked-and-folded s16 angle error as actor cone search; retain event-active filter and first best tie.	angle_error_magnitude	retained-exact	100.0	100.0
