# Reviewed semantic identities for the GAME memory-card, save-file, and menu-feedback family.
# Every row was checked with kf sema addr/disasm --blocks/xref/strings/match. Except for the explicitly
# described generic 0x20-byte release wrapper, the functions are absent from both functions_vendored.tsv
# and the pinned Psy-Q FID census. BIOS/Psy-Q calls are callees, not evidence that these wrappers are SDK code.
image	va	extent	family	current_match	body_and_cfg	call_and_data_evidence	signature_evidence	vendor_negative_control	final_name	final_signature	verdict
GAME.EXE	0x8002b648	0xf4	save-system	no reconstruction unit	10 calls; 7 branches; new-card refresh plus result switch	ready path calls save_file_write_slot; status-message helper displays failures; menu caller passes selection+1	sll/sra in caller and callee prove signed s16 one-based slot ID; returns s32 result	absent from vendored/FID inventories	save_system_write_slot	KfSaveResult save_system_write_slot(s16 slot_id)	supported
GAME.EXE	0x8002b73c	0x4f4	save-file	no reconstruction unit	24 calls; 30 branches; three slot scans and two five-attempt write loops	main/temp paths; 0x280 header; 0x2580 payload; directory at +0x200/+0x220; three state ranges serialized	callee sign-extends a0; caller passes one-based s16 slot ID; returns internal s32 status	absent from vendored/FID inventories; open/erase/lseek/write are SDK callees	save_file_write_slot	KfSaveStatus save_file_write_slot(s16 slot_id)	supported
GAME.EXE	0x8002bc30	0xd8	save-system	no reconstruction unit	10 calls; 5 branches; new-card refresh plus result switch	ready path calls save_file_read_header; status-message helper displays failures; catalog and slot-loader callers	no arguments; returns mapped s32 result	absent from vendored/FID inventories	save_system_read_header	KfSaveResult save_system_read_header(void)	supported
GAME.EXE	0x8002bd08	0xdc	save-file	no reconstruction unit	8 calls; 5 branches; at-most-five read retries	clears save_header_buffer; opens save_main_file_path; reads exactly 0x280 bytes	no arguments; returns 1, 7, or 0x0d as signed status	absent from vendored/FID inventories; file APIs are SDK callees	save_file_read_header	KfSaveStatus save_file_read_header(void)	supported
GAME.EXE	0x8002bde4	0xcc	save-system	no reconstruction unit	6 calls; 6 branches; new-card special case plus result switch	ready path calls save_file_read_slot; menu caller passes selection+1; failures load status messages	sll/sra proves signed s16 one-based slot ID; returns mapped s32 result	absent from vendored/FID inventories	save_system_read_slot	KfSaveResult save_system_read_slot(s16 slot_id)	supported
GAME.EXE	0x8002beb0	0x3cc	save-file	no reconstruction unit	13 calls; 27 branches; slot scan, five-attempt header/payload reads, common tail	compares all four six-u32 summaries before reading 0x2580 payload and restoring the write-side state ranges	callee sign-extends a0; caller passes one-based s16 slot ID; returns internal s32 status	absent from vendored/FID inventories; open/lseek/read/close are SDK callees	save_file_read_slot	KfSaveStatus save_file_read_slot(s16 slot_id)	supported
GAME.EXE	0x8002c27c	0x68	save-workspace	no reconstruction unit	3 calls; 2 branches; success/failure common return	arena allocation is exactly 0x2800; payload pointer is base+0x280; both regions are cleared	no arguments; explicit minus-one failure proves s32 return	absent from vendored/FID inventories	save_workspace_allocate	s32 save_workspace_allocate(void)	supported
GAME.EXE	0x8002c2e4	0x20	save-workspace	no reconstruction unit	one call; straight-line one-call wrapper; jr frame delay	calls the matching LIFO arena-pop helper immediately after the allocation wrapper in link order	no arguments; no return value	generic body has 12 incompatible FID hits and no curated vendored identity; game allocator callee and adjacency outweigh those non-unique hits	save_workspace_release	void save_workspace_release(void)	candidate name; signature supported; no surviving caller proves ownership
GAME.EXE	0x8002c304	0x20c	save-file	no reconstruction unit	5 calls; 4 copy-loop branches; large temporary TIM decode frame	writes SC/0x13/5, title, CLUT and three 0x80 icon frames to 0x200; leaves 0x80 directory clear and clears 0x2580 payload	no live arguments; no return value	absent from vendored/FID inventories; CD/TIM loader is a game helper callee	save_file_initialize_buffers	void save_file_initialize_buffers(void)	supported
GAME.EXE	0x8002c510	0xd0	memory-card	no reconstruction unit	one call; 14-way status switch; common jr delay	switch maps card statuses to decimal message IDs consumed by menu_load_message_image	sll/sra proves signed s16 status; explicit minus-one path proves s32 return	absent from vendored/FID inventories	memory_card_show_status_message	s32 memory_card_show_status_message(KF_ENUM_PARAM(KfSaveStatus, s16) status)	supported
GAME.EXE	0x8002c5e0	0x12c	menu-assets	no reconstruction unit	3 calls; 8 branches including compiler division traps	patches three decimal digits in memory_card_message_path_template, CD-loads into active workspace, then uploads TIM	sole caller supplies sign-extended s16-derived s32 ID; returns zero or one	absent from vendored/FID inventories; memset and TIM/CD helpers are callees	menu_load_message_image	s32 menu_load_message_image(s32 message_id)	supported
GAME.EXE	0x8002c70c	0x88	save-file	no reconstruction unit	5 calls; 4 branches; common return	_card_info/event result gates open-close-erase of save_temporary_file_path; called by main loop and save menu	no arguments; returns event/boolean status as s32	absent from vendored/FID inventories	save_file_cleanup_temporary	KfSaveCleanupResult save_file_cleanup_temporary(void)	supported
